ATM_Name,TransactionDate,NoOfWithdrawals,TotalAmtWithdrawn,Weekday,WorkingDay,BranchID
Hollywood Aveneue ATM,2016-06-07,129,773500,TUESDAY,W,
Kingsley Street ATM,2016-06-07,65,411600,TUESDAY,W,
Georgia Street ATM,2016-06-08,163,697100,WEDNESDAY,W,
Hollywood Aveneue ATM,2016-06-08,72,324500,WEDNESDAY,W,
Kingsley Street ATM,2016-06-08,181,919000,WEDNESDAY,W,
Georgia Street ATM,2016-06-09,167,702400,THURSDAY,W,
Hollywood Aveneue ATM,2016-06-09,57,231500,THURSDAY,W,
Kingsley Street ATM,2016-06-09,160,915700,THURSDAY,W,
Georgia Street ATM,2016-06-10,115,412000,FRIDAY,W,
Main Street ATM,2016-06-10,28,77500,FRIDAY,W,
Genesee Street ATM,2016-06-10,34,127100,FRIDAY,W,
Hollywood Aveneue ATM,2016-06-10,69,350200,FRIDAY,W,
Kingsley Street ATM,2016-06-10,146,642600,FRIDAY,W,
Georgia Street ATM,2016-06-11,96,355900,SATURDAY,H,
Genesee Street ATM,2016-06-11,79,524800,SATURDAY,H,
Hollywood Aveneue ATM,2016-06-11,95,550800,SATURDAY,H,
Kingsley Street ATM,2016-06-11,14,61500,SATURDAY,H,
Georgia Street ATM,2016-06-12,121,437500,SUNDAY,H,
Genesee Street ATM,2016-06-12,29,152300,SUNDAY,H,
Hollywood Aveneue ATM,2016-06-12,131,502100,SUNDAY,H,
Georgia Street ATM,2016-06-13,124,431800,MONDAY,W,
Main Street ATM,2016-06-13,27,133000,MONDAY,W,
Genesee Street ATM,2016-06-13,41,220200,MONDAY,W,
Hollywood Aveneue ATM,2016-06-13,96,528900,MONDAY,W,
Kingsley Street ATM,2016-06-13,144,663800,MONDAY,W,
Georgia Street ATM,2016-06-14,104,436200,TUESDAY,W,
Main Street ATM,2016-06-14,5,28000,TUESDAY,W,
Genesee Street ATM,2016-06-14,51,301600,TUESDAY,W,
Hollywood Aveneue ATM,2016-06-14,41,277200,TUESDAY,W,
Kingsley Street ATM,2016-06-14,136,718800,TUESDAY,W,
Georgia Street ATM,2016-06-15,131,499300,WEDNESDAY,W,
Main Street ATM,2016-06-15,10,50800,WEDNESDAY,W,
Genesee Street ATM,2016-06-15,63,276800,WEDNESDAY,W,
Hollywood Aveneue ATM,2016-06-15,47,291500,WEDNESDAY,W,
Kingsley Street ATM,2016-06-15,138,743600,WEDNESDAY,W,
Georgia Street ATM,2016-06-16,117,386200,THURSDAY,W,
Main Street ATM,2016-06-16,20,181400,THURSDAY,W,
Genesee Street ATM,2016-06-16,71,387600,THURSDAY,W,
Hollywood Aveneue ATM,2016-06-16,89,574600,THURSDAY,W,
Kingsley Street ATM,2016-06-16,175,869500,THURSDAY,W,
Georgia Street ATM,2016-06-17,114,371300,FRIDAY,W,
Main Street ATM,2016-06-17,29,93500,FRIDAY,W,
Genesee Street ATM,2016-06-17,58,267300,FRIDAY,W,
Hollywood Aveneue ATM,2016-06-17,109,895100,FRIDAY,W,
Kingsley Street ATM,2016-06-17,103,538400,FRIDAY,W,
Georgia Street ATM,2016-06-18,119,312900,SATURDAY,H,
Main Street ATM,2016-06-18,6,84000,SATURDAY,H,
Genesee Street ATM,2016-06-18,50,317000,SATURDAY,H,
Hollywood Aveneue ATM,2016-06-18,132,712500,SATURDAY,H,
Kingsley Street ATM,2016-06-18,149,765500,SATURDAY,H,
Georgia Street ATM,2016-06-19,127,368400,SUNDAY,H,
Genesee Street ATM,2016-06-19,52,311600,SUNDAY,H,
Hollywood Aveneue ATM,2016-06-19,139,517300,SUNDAY,H,
Kingsley Street ATM,2016-06-19,124,615500,SUNDAY,H,
Georgia Street ATM,2016-06-20,103,345500,MONDAY,W,
Genesee Street ATM,2016-06-20,75,457200,MONDAY,W,
Hollywood Aveneue ATM,2016-06-20,83,580700,MONDAY,W,
Kingsley Street ATM,2016-06-20,137,762800,MONDAY,W,
Georgia Street ATM,2016-06-21,112,418400,TUESDAY,W,
Genesee Street ATM,2016-06-21,43,194900,TUESDAY,W,
Hollywood Aveneue ATM,2016-06-21,93,576100,TUESDAY,W,
Kingsley Street ATM,2016-06-21,121,564800,TUESDAY,W,
Georgia Street ATM,2016-06-22,114,470600,WEDNESDAY,W,
Genesee Street ATM,2016-06-22,22,120600,WEDNESDAY,W,
Hollywood Aveneue ATM,2016-06-22,124,752700,WEDNESDAY,W,
Kingsley Street ATM,2016-06-22,101,605100,WEDNESDAY,W,
Georgia Street ATM,2016-06-23,116,440000,THURSDAY,W,
Genesee Street ATM,2016-06-23,46,187500,THURSDAY,W,
Hollywood Aveneue ATM,2016-06-23,108,621100,THURSDAY,W,
Kingsley Street ATM,2016-06-23,125,612800,THURSDAY,W,
Georgia Street ATM,2016-06-24,90,302900,FRIDAY,W,
Genesee Street ATM,2016-06-24,45,217800,FRIDAY,W,
Hollywood Aveneue ATM,2016-06-24,99,684300,FRIDAY,W,
Kingsley Street ATM,2016-06-24,135,681600,FRIDAY,W,
Georgia Street ATM,2016-06-25,62,191000,SATURDAY,H,
Main Street ATM,2016-06-25,22,100000,SATURDAY,H,
Genesee Street ATM,2016-06-25,51,230400,SATURDAY,H,
Hollywood Aveneue ATM,2016-06-25,90,533800,SATURDAY,H,
Kingsley Street ATM,2016-06-25,140,862300,SATURDAY,H,
Georgia Street ATM,2016-06-26,119,384400,SUNDAY,H,
Genesee Street ATM,2016-06-26,51,170700,SUNDAY,H,
Hollywood Aveneue ATM,2016-06-26,145,615800,SUNDAY,H,
Kingsley Street ATM,2016-06-26,122,447200,SUNDAY,H,
Georgia Street ATM,2016-06-27,92,354500,MONDAY,W,
Genesee Street ATM,2016-06-27,110,688600,MONDAY,W,
Hollywood Aveneue ATM,2016-06-27,25,103500,MONDAY,W,
Kingsley Street ATM,2016-06-27,125,614600,MONDAY,W,
Georgia Street ATM,2016-06-28,66,258200,TUESDAY,W,
Main Street ATM,2016-06-28,15,43000,TUESDAY,W,
Genesee Street ATM,2016-06-28,23,148300,TUESDAY,W,
Hollywood Aveneue ATM,2016-06-28,101,666600,TUESDAY,W,
Kingsley Street ATM,2016-06-28,125,519400,TUESDAY,W,
Georgia Street ATM,2016-06-29,96,398300,WEDNESDAY,W,
Main Street ATM,2016-06-29,1,2500,WEDNESDAY,W,
Genesee Street ATM,2016-06-29,36,211200,WEDNESDAY,W,
Hollywood Aveneue ATM,2016-06-29,97,675500,WEDNESDAY,W,
Kingsley Street ATM,2016-06-29,129,649100,WEDNESDAY,W,
Georgia Street ATM,2016-06-30,27,103800,THURSDAY,W,
Genesee Street ATM,2016-06-30,98,561300,THURSDAY,W,
Hollywood Aveneue ATM,2016-06-30,69,489400,THURSDAY,W,
Kingsley Street ATM,2016-06-30,136,648900,THURSDAY,W,
Georgia Street ATM,2016-07-01,42,205300,FRIDAY,W,
Genesee Street ATM,2016-07-01,44,369700,FRIDAY,W,
Hollywood Aveneue ATM,2016-07-01,103,602900,FRIDAY,W,
Kingsley Street ATM,2016-07-01,165,1155400,FRIDAY,W,
Georgia Street ATM,2016-07-02,75,285100,SATURDAY,H,
Genesee Street ATM,2016-07-02,23,175400,SATURDAY,H,
Hollywood Aveneue ATM,2016-07-02,132,851600,SATURDAY,H,
Kingsley Street ATM,2016-07-02,202,1056900,SATURDAY,H,
Georgia Street ATM,2016-07-03,126,508100,SUNDAY,H,
Genesee Street ATM,2016-07-03,38,244300,SUNDAY,H,
Hollywood Aveneue ATM,2016-07-03,109,594700,SUNDAY,H,
Georgia Street ATM,2016-07-04,92,458900,MONDAY,W,
Main Street ATM,2016-07-04,20,80500,MONDAY,W,
Genesee Street ATM,2016-07-04,57,395600,MONDAY,W,
Hollywood Aveneue ATM,2016-07-04,105,610400,MONDAY,W,
Kingsley Street ATM,2016-07-04,187,1007800,MONDAY,W,
Georgia Street ATM,2016-07-05,60,160000,TUESDAY,W,
Main Street ATM,2016-07-05,84,531000,TUESDAY,W,
Genesee Street ATM,2016-07-05,38,151000,TUESDAY,W,
Hollywood Aveneue ATM,2016-07-05,98,673900,TUESDAY,W,
Kingsley Street ATM,2016-07-05,164,765800,TUESDAY,W,
Main Street ATM,2016-07-06,13,52500,WEDNESDAY,W,
Genesee Street ATM,2016-07-06,51,332300,WEDNESDAY,W,
Hollywood Aveneue ATM,2016-07-06,90,593800,WEDNESDAY,W,
Kingsley Street ATM,2016-07-06,184,1207600,WEDNESDAY,W,
Georgia Street ATM,2016-07-07,79,289400,THURSDAY,H,
Main Street ATM,2016-07-07,66,252000,THURSDAY,H,
Hollywood Aveneue ATM,2016-07-07,164,1165800,THURSDAY,H,
Kingsley Street ATM,2016-07-07,184,762700,THURSDAY,H,
Georgia Street ATM,2016-07-08,49,232600,FRIDAY,W,
Main Street ATM,2016-07-08,1,500,FRIDAY,W,
Genesee Street ATM,2016-07-08,47,240200,FRIDAY,W,
Hollywood Aveneue ATM,2016-07-08,116,581700,FRIDAY,W,
Kingsley Street ATM,2016-07-08,189,1062900,FRIDAY,W,
Georgia Street ATM,2016-07-09,138,402200,SATURDAY,H,
Genesee Street ATM,2016-07-09,55,448300,SATURDAY,H,
Hollywood Aveneue ATM,2016-07-09,6,33600,SATURDAY,H,
Kingsley Street ATM,2016-07-09,121,745300,SATURDAY,H,
Georgia Street ATM,2016-07-10,142,502000,SUNDAY,H,
Genesee Street ATM,2016-07-10,24,107900,SUNDAY,H,
Hollywood Aveneue ATM,2016-07-10,146,714300,SUNDAY,H,
Georgia Street ATM,2016-07-11,117,477900,MONDAY,W,
Main Street ATM,2016-07-11,12,94500,MONDAY,W,
Hollywood Aveneue ATM,2016-07-11,53,279500,MONDAY,W,
Kingsley Street ATM,2016-07-11,130,556800,MONDAY,W,
Georgia Street ATM,2016-07-12,127,609600,TUESDAY,W,
Main Street ATM,2016-07-12,39,265500,TUESDAY,W,
Hollywood Aveneue ATM,2016-07-12,36,274200,TUESDAY,W,
Kingsley Street ATM,2016-07-12,120,585100,TUESDAY,W,
Georgia Street ATM,2016-07-13,78,268800,WEDNESDAY,W,
Main Street ATM,2016-07-13,1,500,WEDNESDAY,W,
Hollywood Aveneue ATM,2016-07-13,15,36600,WEDNESDAY,W,
Kingsley Street ATM,2016-07-13,227,1031200,WEDNESDAY,W,
Georgia Street ATM,2016-07-14,134,516300,THURSDAY,W,
Hollywood Aveneue ATM,2016-07-14,2,14700,THURSDAY,W,
Kingsley Street ATM,2016-07-14,165,922500,THURSDAY,W,
Georgia Street ATM,2016-07-15,133,425400,FRIDAY,W,
Hollywood Aveneue ATM,2016-07-15,62,292500,FRIDAY,W,
Kingsley Street ATM,2016-07-15,152,783700,FRIDAY,W,
Georgia Street ATM,2016-07-16,67,241800,SATURDAY,H,
Hollywood Aveneue ATM,2016-07-16,48,230200,SATURDAY,H,
Kingsley Street ATM,2016-07-16,132,780300,SATURDAY,H,
Georgia Street ATM,2016-07-17,8,32700,SUNDAY,H,
Main Street ATM,2016-07-17,38,98000,SUNDAY,H,
Hollywood Aveneue ATM,2016-07-17,6,21100,SUNDAY,H,
Kingsley Street ATM,2016-07-17,123,434200,SUNDAY,H,
Georgia Street ATM,2016-07-18,81,315400,MONDAY,W,
Main Street ATM,2016-07-18,86,420400,MONDAY,W,
Genesee Street ATM,2016-07-18,34,159300,MONDAY,W,
Hollywood Aveneue ATM,2016-07-18,52,193600,MONDAY,W,
Kingsley Street ATM,2016-07-18,192,974100,MONDAY,W,
Georgia Street ATM,2016-07-19,90,322500,TUESDAY,W,
Main Street ATM,2016-07-19,91,481900,TUESDAY,W,
Genesee Street ATM,2016-07-19,74,431800,TUESDAY,W,
Hollywood Aveneue ATM,2016-07-19,108,629600,TUESDAY,W,
Kingsley Street ATM,2016-07-19,195,961200,TUESDAY,W,
Georgia Street ATM,2016-07-20,100,327800,WEDNESDAY,W,
Main Street ATM,2016-07-20,91,419000,WEDNESDAY,W,
Genesee Street ATM,2016-07-20,55,308700,WEDNESDAY,W,
Hollywood Aveneue ATM,2016-07-20,86,458700,WEDNESDAY,W,
Kingsley Street ATM,2016-07-20,163,818800,WEDNESDAY,W,
Georgia Street ATM,2016-07-21,47,113500,THURSDAY,W,
Main Street ATM,2016-07-21,19,45500,THURSDAY,W,
Genesee Street ATM,2016-07-21,7,19700,THURSDAY,W,
Hollywood Aveneue ATM,2016-07-21,47,221600,THURSDAY,W,
Kingsley Street ATM,2016-07-21,168,593300,THURSDAY,W,
Georgia Street ATM,2016-07-22,68,202300,FRIDAY,W,
Main Street ATM,2016-07-22,78,440100,FRIDAY,W,
Genesee Street ATM,2016-07-22,54,300100,FRIDAY,W,
Hollywood Aveneue ATM,2016-07-22,57,275400,FRIDAY,W,
Kingsley Street ATM,2016-07-22,138,665300,FRIDAY,W,
Georgia Street ATM,2016-07-23,24,41800,SATURDAY,H,
Main Street ATM,2016-07-23,115,455000,SATURDAY,H,
Genesee Street ATM,2016-07-23,49,378200,SATURDAY,H,
Hollywood Aveneue ATM,2016-07-23,98,478500,SATURDAY,H,
Kingsley Street ATM,2016-07-23,147,735500,SATURDAY,H,
Main Street ATM,2016-07-24,119,473000,SUNDAY,H,
Genesee Street ATM,2016-07-24,25,81500,SUNDAY,H,
Hollywood Aveneue ATM,2016-07-24,36,145600,SUNDAY,H,
Kingsley Street ATM,2016-07-24,72,98400,SUNDAY,H,
Main Street ATM,2016-07-25,156,935500,MONDAY,W,
Genesee Street ATM,2016-07-25,49,356700,MONDAY,W,
Hollywood Aveneue ATM,2016-07-25,64,351800,MONDAY,W,
Kingsley Street ATM,2016-07-25,128,535600,MONDAY,W,
Main Street ATM,2016-07-26,106,501000,TUESDAY,W,
Genesee Street ATM,2016-07-26,35,270800,TUESDAY,W,
Hollywood Aveneue ATM,2016-07-26,41,280600,TUESDAY,W,
Kingsley Street ATM,2016-07-26,117,360400,TUESDAY,W,
Main Street ATM,2016-07-27,35,218500,WEDNESDAY,W,
Genesee Street ATM,2016-07-27,72,395200,WEDNESDAY,W,
Hollywood Aveneue ATM,2016-07-27,27,154900,WEDNESDAY,W,
Kingsley Street ATM,2016-07-27,138,626700,WEDNESDAY,W,
Main Street ATM,2016-07-28,14,26000,THURSDAY,W,
Genesee Street ATM,2016-07-28,42,308700,THURSDAY,W,
Hollywood Aveneue ATM,2016-07-28,32,228100,THURSDAY,W,
Kingsley Street ATM,2016-07-28,67,264300,THURSDAY,W,
Georgia Street ATM,2016-07-29,67,197100,FRIDAY,W,
Main Street ATM,2016-07-29,38,155000,FRIDAY,W,
Genesee Street ATM,2016-07-29,55,336900,FRIDAY,W,
Hollywood Aveneue ATM,2016-07-29,50,292000,FRIDAY,W,
Kingsley Street ATM,2016-07-29,100,460100,FRIDAY,W,
Georgia Street ATM,2016-07-30,46,192600,SATURDAY,H,
Main Street ATM,2016-07-30,120,638000,SATURDAY,H,
Genesee Street ATM,2016-07-30,39,204600,SATURDAY,H,
Kingsley Street ATM,2016-07-30,209,994100,SATURDAY,H,
Georgia Street ATM,2016-07-31,107,326800,SUNDAY,H,
Main Street ATM,2016-07-31,157,570000,SUNDAY,H,
Kingsley Street ATM,2016-07-31,109,399600,SUNDAY,H,
Georgia Street ATM,2016-08-01,119,428100,MONDAY,W,
Main Street ATM,2016-08-01,38,191000,MONDAY,W,
Kingsley Street ATM,2016-08-01,108,479100,MONDAY,W,
Georgia Street ATM,2016-08-02,147,562700,TUESDAY,W,
Main Street ATM,2016-08-02,11,88500,TUESDAY,W,
Kingsley Street ATM,2016-08-02,101,419000,TUESDAY,W,
Georgia Street ATM,2016-08-03,106,443800,WEDNESDAY,W,
Main Street ATM,2016-08-03,38,138000,WEDNESDAY,W,
Hollywood Aveneue ATM,2016-08-03,32,217000,WEDNESDAY,W,
Kingsley Street ATM,2016-08-03,201,1165100,WEDNESDAY,W,
Georgia Street ATM,2016-08-04,63,229200,THURSDAY,W,
Main Street ATM,2016-08-04,87,374000,THURSDAY,W,
Hollywood Aveneue ATM,2016-08-04,38,208600,THURSDAY,W,
Kingsley Street ATM,2016-08-04,148,871300,THURSDAY,W,
Georgia Street ATM,2016-08-05,109,469300,FRIDAY,W,
Main Street ATM,2016-08-05,62,317800,FRIDAY,W,
Genesee Street ATM,2016-08-05,17,19300,FRIDAY,W,
Hollywood Aveneue ATM,2016-08-05,39,198800,FRIDAY,W,
Kingsley Street ATM,2016-08-05,172,994300,FRIDAY,W,
Georgia Street ATM,2016-08-06,169,607300,SATURDAY,H,
Main Street ATM,2016-08-06,134,513000,SATURDAY,H,
Genesee Street ATM,2016-08-06,84,577600,SATURDAY,H,
Hollywood Aveneue ATM,2016-08-06,53,302000,SATURDAY,H,
Kingsley Street ATM,2016-08-06,262,1322800,SATURDAY,H,
Georgia Street ATM,2016-08-07,145,450400,SUNDAY,H,
Main Street ATM,2016-08-07,155,452000,SUNDAY,H,
Genesee Street ATM,2016-08-07,19,150800,SUNDAY,H,
Hollywood Aveneue ATM,2016-08-07,71,305600,SUNDAY,H,
Georgia Street ATM,2016-08-08,125,492700,MONDAY,W,
Main Street ATM,2016-08-08,47,252000,MONDAY,W,
Genesee Street ATM,2016-08-08,29,172600,MONDAY,W,
Hollywood Aveneue ATM,2016-08-08,44,176300,MONDAY,W,
Kingsley Street ATM,2016-08-08,55,301000,MONDAY,W,
Georgia Street ATM,2016-08-09,99,518300,TUESDAY,W,
Main Street ATM,2016-08-09,96,546500,TUESDAY,W,
Genesee Street ATM,2016-08-09,15,141100,TUESDAY,W,
Hollywood Aveneue ATM,2016-08-09,57,223300,TUESDAY,W,
Kingsley Street ATM,2016-08-09,147,679800,TUESDAY,W,
Georgia Street ATM,2016-08-10,71,299600,WEDNESDAY,W,
Main Street ATM,2016-08-10,75,436000,WEDNESDAY,W,
Genesee Street ATM,2016-08-10,28,281300,WEDNESDAY,W,
Hollywood Aveneue ATM,2016-08-10,105,717200,WEDNESDAY,W,
Kingsley Street ATM,2016-08-10,151,679500,WEDNESDAY,W,
Georgia Street ATM,2016-08-11,69,280500,THURSDAY,W,
Main Street ATM,2016-08-11,89,361000,THURSDAY,W,
Hollywood Aveneue ATM,2016-08-11,35,189000,THURSDAY,W,
Kingsley Street ATM,2016-08-11,165,909400,THURSDAY,W,
Georgia Street ATM,2016-08-12,98,439300,FRIDAY,W,
Main Street ATM,2016-08-12,88,366000,FRIDAY,W,
Hollywood Aveneue ATM,2016-08-12,51,365900,FRIDAY,W,
Kingsley Street ATM,2016-08-12,119,757100,FRIDAY,W,
Georgia Street ATM,2016-08-13,138,433500,SATURDAY,H,
Main Street ATM,2016-08-13,99,448000,SATURDAY,H,
Genesee Street ATM,2016-08-13,23,162400,SATURDAY,H,
Kingsley Street ATM,2016-08-13,175,929500,SATURDAY,H,
Georgia Street ATM,2016-08-14,133,415500,SUNDAY,H,
Main Street ATM,2016-08-14,91,326500,SUNDAY,H,
Genesee Street ATM,2016-08-14,51,206800,SUNDAY,H,
Hollywood Aveneue ATM,2016-08-14,45,257300,SUNDAY,H,
Kingsley Street ATM,2016-08-14,110,385000,SUNDAY,H,
Georgia Street ATM,2016-08-15,150,383700,MONDAY,H,
Main Street ATM,2016-08-15,2,3500,MONDAY,H,
Genesee Street ATM,2016-08-15,38,200500,MONDAY,H,
Hollywood Aveneue ATM,2016-08-15,1,300,MONDAY,H,
Kingsley Street ATM,2016-08-15,115,456600,MONDAY,H,
Georgia Street ATM,2016-08-16,126,477000,TUESDAY,W,
Main Street ATM,2016-08-16,23,109500,TUESDAY,W,
Genesee Street ATM,2016-08-16,53,388300,TUESDAY,W,
Hollywood Aveneue ATM,2016-08-16,50,307300,TUESDAY,W,
Kingsley Street ATM,2016-08-16,105,543200,TUESDAY,W,
Georgia Street ATM,2016-08-17,83,231700,WEDNESDAY,W,
Main Street ATM,2016-08-17,14,94500,WEDNESDAY,W,
Genesee Street ATM,2016-08-17,92,502000,WEDNESDAY,W,
Hollywood Aveneue ATM,2016-08-17,14,90000,WEDNESDAY,W,
Kingsley Street ATM,2016-08-17,87,529000,WEDNESDAY,W,
Georgia Street ATM,2016-08-18,151,637300,THURSDAY,W,
Main Street ATM,2016-08-18,24,118500,THURSDAY,W,
Genesee Street ATM,2016-08-18,55,426000,THURSDAY,W,
Kingsley Street ATM,2016-08-18,62,259600,THURSDAY,W,
Georgia Street ATM,2016-08-19,131,451900,FRIDAY,W,
Main Street ATM,2016-08-19,19,43000,FRIDAY,W,
Genesee Street ATM,2016-08-19,40,265300,FRIDAY,W,
Kingsley Street ATM,2016-08-19,129,799000,FRIDAY,W,
Georgia Street ATM,2016-08-20,129,447200,SATURDAY,H,
Main Street ATM,2016-08-20,11,55500,SATURDAY,H,
Genesee Street ATM,2016-08-20,53,397100,SATURDAY,H,
Kingsley Street ATM,2016-08-20,164,843100,SATURDAY,H,
Georgia Street ATM,2016-08-21,99,392800,SUNDAY,H,
Main Street ATM,2016-08-21,34,127300,SUNDAY,H,
Kingsley Street ATM,2016-08-21,115,474100,SUNDAY,H,
Georgia Street ATM,2016-08-22,59,177900,MONDAY,W,
Main Street ATM,2016-08-22,21,123000,MONDAY,W,
Genesee Street ATM,2016-08-22,1,500,MONDAY,W,
Kingsley Street ATM,2016-08-22,126,547800,MONDAY,W,
Georgia Street ATM,2016-08-23,107,418000,TUESDAY,W,
Main Street ATM,2016-08-23,55,273000,TUESDAY,W,
Genesee Street ATM,2016-08-23,74,344200,TUESDAY,W,
Kingsley Street ATM,2016-08-23,139,553500,TUESDAY,W,
Georgia Street ATM,2016-08-24,122,420400,WEDNESDAY,W,
Main Street ATM,2016-08-24,71,348000,WEDNESDAY,W,
Genesee Street ATM,2016-08-24,71,450100,WEDNESDAY,W,
Kingsley Street ATM,2016-08-24,114,604100,WEDNESDAY,W,
Georgia Street ATM,2016-08-25,135,376500,THURSDAY,H,
Main Street ATM,2016-08-25,151,714500,THURSDAY,H,
Genesee Street ATM,2016-08-25,25,206400,THURSDAY,H,
Kingsley Street ATM,2016-08-25,130,655100,THURSDAY,H,
Georgia Street ATM,2016-08-26,116,407900,FRIDAY,W,
Main Street ATM,2016-08-26,15,102500,FRIDAY,W,
Genesee Street ATM,2016-08-26,61,395300,FRIDAY,W,
Hollywood Aveneue ATM,2016-08-26,1,100,FRIDAY,W,
Kingsley Street ATM,2016-08-26,123,567500,FRIDAY,W,
Georgia Street ATM,2016-08-27,125,394900,SATURDAY,H,
Genesee Street ATM,2016-08-27,97,550900,SATURDAY,H,
Hollywood Aveneue ATM,2016-08-27,23,71900,SATURDAY,H,
Kingsley Street ATM,2016-08-27,112,554800,SATURDAY,H,
Georgia Street ATM,2016-08-28,135,352600,SUNDAY,H,
Main Street ATM,2016-08-28,118,293000,SUNDAY,H,
Genesee Street ATM,2016-08-28,81,327500,SUNDAY,H,
Hollywood Aveneue ATM,2016-08-28,1,11000,SUNDAY,H,
Kingsley Street ATM,2016-08-28,93,287600,SUNDAY,H,
Georgia Street ATM,2016-08-29,141,425300,MONDAY,W,
Main Street ATM,2016-08-29,14,60000,MONDAY,W,
Genesee Street ATM,2016-08-29,6,28600,MONDAY,W,
Hollywood Aveneue ATM,2016-08-29,52,298800,MONDAY,W,
Kingsley Street ATM,2016-08-29,147,548300,MONDAY,W,
Georgia Street ATM,2016-08-30,136,476200,TUESDAY,W,
Main Street ATM,2016-08-30,20,91700,TUESDAY,W,
Hollywood Aveneue ATM,2016-08-30,35,131300,TUESDAY,W,
Kingsley Street ATM,2016-08-30,111,561600,TUESDAY,W,
Georgia Street ATM,2016-08-31,143,554700,WEDNESDAY,W,
Main Street ATM,2016-08-31,75,449500,WEDNESDAY,W,
Hollywood Aveneue ATM,2016-08-31,53,354000,WEDNESDAY,W,
Kingsley Street ATM,2016-08-31,148,873300,WEDNESDAY,W,
Georgia Street ATM,2016-09-01,165,725400,THURSDAY,W,
Main Street ATM,2016-09-01,81,365000,THURSDAY,W,
Genesee Street ATM,2016-09-01,50,270500,THURSDAY,W,
Hollywood Aveneue ATM,2016-09-01,2,700,THURSDAY,W,
Kingsley Street ATM,2016-09-01,211,1332600,THURSDAY,W,
Georgia Street ATM,2016-09-02,150,643700,FRIDAY,W,
Main Street ATM,2016-09-02,24,128500,FRIDAY,W,
Genesee Street ATM,2016-09-02,31,241600,FRIDAY,W,
Hollywood Aveneue ATM,2016-09-02,20,156600,FRIDAY,W,
Kingsley Street ATM,2016-09-02,230,1073300,FRIDAY,W,
Georgia Street ATM,2016-09-03,120,502100,SATURDAY,H,
Main Street ATM,2016-09-03,7,17000,SATURDAY,H,
Hollywood Aveneue ATM,2016-09-03,70,336900,SATURDAY,H,
Kingsley Street ATM,2016-09-03,225,1095700,SATURDAY,H,
Georgia Street ATM,2016-09-04,175,620600,SUNDAY,H,
Main Street ATM,2016-09-04,89,375000,SUNDAY,H,
Hollywood Aveneue ATM,2016-09-04,33,221800,SUNDAY,H,
Kingsley Street ATM,2016-09-04,163,778900,SUNDAY,H,
Georgia Street ATM,2016-09-05,160,512200,MONDAY,H,
Main Street ATM,2016-09-05,54,221000,MONDAY,H,
Hollywood Aveneue ATM,2016-09-05,15,46300,MONDAY,H,
Kingsley Street ATM,2016-09-05,188,1125600,MONDAY,H,
Georgia Street ATM,2016-09-06,147,639700,TUESDAY,W,
Main Street ATM,2016-09-06,39,154000,TUESDAY,W,
Hollywood Aveneue ATM,2016-09-06,31,219700,TUESDAY,W,
Kingsley Street ATM,2016-09-06,182,1020200,TUESDAY,W,
Georgia Street ATM,2016-09-07,98,306500,WEDNESDAY,W,
Main Street ATM,2016-09-07,88,605100,WEDNESDAY,W,
Genesee Street ATM,2016-09-07,5,2200,WEDNESDAY,W,
Kingsley Street ATM,2016-09-07,133,817600,WEDNESDAY,W,
Georgia Street ATM,2016-09-08,153,659200,THURSDAY,W,
Main Street ATM,2016-09-08,80,367500,THURSDAY,W,
Genesee Street ATM,2016-09-08,28,132900,THURSDAY,W,
Kingsley Street ATM,2016-09-08,162,879900,THURSDAY,W,
Georgia Street ATM,2016-09-09,83,327200,FRIDAY,W,
Main Street ATM,2016-09-09,79,358000,FRIDAY,W,
Genesee Street ATM,2016-09-09,1,3000,FRIDAY,W,
Hollywood Aveneue ATM,2016-09-09,1,800,FRIDAY,W,
Kingsley Street ATM,2016-09-09,154,868800,FRIDAY,W,
Georgia Street ATM,2016-09-10,35,145200,SATURDAY,H,
Main Street ATM,2016-09-10,24,118100,SATURDAY,H,
Kingsley Street ATM,2016-09-10,195,1011100,SATURDAY,H,
Georgia Street ATM,2016-09-11,152,489900,SUNDAY,H,
Main Street ATM,2016-09-11,25,95500,SUNDAY,H,
Kingsley Street ATM,2016-09-11,117,503900,SUNDAY,H,
Georgia Street ATM,2016-09-12,137,571700,MONDAY,W,
Main Street ATM,2016-09-12,55,424300,MONDAY,W,
Hollywood Aveneue ATM,2016-09-12,10,26700,MONDAY,W,
Kingsley Street ATM,2016-09-12,172,988700,MONDAY,W,
Georgia Street ATM,2016-09-13,112,382600,TUESDAY,H,
Main Street ATM,2016-09-13,45,209000,TUESDAY,H,
Hollywood Aveneue ATM,2016-09-13,94,406600,TUESDAY,H,
Kingsley Street ATM,2016-09-13,144,812900,TUESDAY,H,
Georgia Street ATM,2016-09-14,106,487100,WEDNESDAY,W,
Main Street ATM,2016-09-14,31,206500,WEDNESDAY,W,
Genesee Street ATM,2016-09-14,1,4000,WEDNESDAY,W,
Hollywood Aveneue ATM,2016-09-14,110,689100,WEDNESDAY,W,
Kingsley Street ATM,2016-09-14,169,762400,WEDNESDAY,W,
Georgia Street ATM,2016-09-15,105,406500,THURSDAY,W,
Main Street ATM,2016-09-15,75,426000,THURSDAY,W,
Hollywood Aveneue ATM,2016-09-15,22,114400,THURSDAY,W,
Kingsley Street ATM,2016-09-15,134,730100,THURSDAY,W,
